Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,Municipi,CP,ABS,Telèfon
F08002093,TABAR PRATS. MARIA,CR,BARCELONA,64,SANT VICENÇ DELS HORTS,08620,374 SANT VICENÇ DELS HORTS-1,936560156
F08002103,RIFA PIÑOL. MARGARIDA,PL,CASTELL,7-8,SANT VICENÇ DE TORELLÓ,08571,254 VALL DEL GES,938591216
F08002110,TURA LLADO. JAUME,AV,SANTA COLOMA,1-3,SANTA COLOMA DE CERVELLÓ,08690,203 SANT BOI DE LLOBREGAT 2,936613343
F08002128,VALCÁRCEL LÓPEZ. SUSANA,PL,DE LA VILA,3,SANTA COLOMA DE GRAMENET,08922,222 SANTA COLOMA DE GRAMENET 1,933860155
F08002135,PALACIOS SERRANO. FERRAN,CR,MAJOR,46,SANTA COLOMA DE GRAMENET,08921,225 SANTA COLOMA DE GRAMENET 4,933868344
F08002142,GONZALEZ PONS. EULÀLIA,PS,MOSSEN JAUME GORDI,8,SANTA COLOMA DE GRAMENET,08921,222 SANTA COLOMA DE GRAMENET 1,933860102
F08002167,DORDAL CARALT. ESTER,CR,PARE RODES,10,SANTA PERPÈTUA DE MOGODA,08130,230 SANTA PERPÈTUA DE LA MOGODA,935600204
F08002174,VALLS MAYNOU. MERCE,AV,DE LA PRIMAVERA,7,CERDANYOLA DEL VALLÈS,08290,384 CERDANYOLA-RIPOLLET,936921130
F08002181,ALVAREZ PEREIRO. JULIA ROSAIO,AV,CATALUNYA,49 B,CERDANYOLA DEL VALLÈS,08290,384 CERDANYOLA-RIPOLLET,935947008
F08002199,ROIG MARTINEZ. MARTA,PS,D'ANSELM CLAVE,23-25,SENTMENAT,08181,392 POLINYÀ-SENTMENAT,937150384
F08002209,FONT SOLER. MA. PILAR,CR,SANT FRANCESC,40,SITGES,08870,235 SITGES,937090552
F08002223,RIPOLL ESPINAT. M.ANGELS,CR,SALVADOR VANCELL,8,SÚRIA,08260,237 SÚRIA,938695049
F08002230,COLLADO GIL. VIRGINA,CR,SALVADOR VANCELL,28,SÚRIA,08260,237 SÚRIA,938695695
F08002248,BARFULL FONT. ANNA,PS,DOMENEC SERT,14,TARADELL,08552,238 SANTA EUGÈNIA DE BERGA,938800056
F08002255,DE CACHO RIVERA. JORDI,RV,DE MONTSERRAT,48,TERRASSA,08221,247 TERRASSA A,937885380
F08002262,DE VEGA RUBIO. RUBEN,CR,TOPETE,90,TERRASSA,08221,247 TERRASSA A,937835217
F08002270,VICENTE DE AVILES. FAUSTINO,AV,DEL VALLES,457,TERRASSA,08226,252 TERRASSA F,937853499
F08002287,TARIN BELLOT. MERITXELL,CR,FONT VELLA,71,TERRASSA,08221,247 TERRASSA A,937362023
F08002294,MESTRE GORNE. ROSALIA,CR,NOU DE SANT PERE,65,TERRASSA,08221,247 TERRASSA A,937318168
F08002304,TORRENT SOLANS. ANNA,PL,VELLA,2,TERRASSA,08221,247 TERRASSA A,937800910
F08002311,ESPI PUMAROLA. M.DEL CARME,PS,VINT-I-DOS DE JULIOL,333,TERRASSA,08225,251 TERRASSA E,937881802
F08002329,MAGAÑA ESMERATS. SILVIA,CR,NORD,92-94,TERRASSA,08221,247 TERRASSA A,937835140
F08002336,CAMACHO ALVAREZ. MILAGROS,RB,EGARA,390,TERRASSA,08221,251 TERRASSA E,937883934
F08002350,BRUGUERAS GARCIA. JOAN,CR,PORTAL SANT ROC,64,TERRASSA,08221,247 TERRASSA A,937885441
F08002368,CARBO ALSIUS. MERCE,CR,MAJOR DE SANT PERE,93,TERRASSA,08222,247 TERRASSA A,937839738
F08002375,TORRAS CABO. ORIOL,CR,SANT FRANCESC,12,TERRASSA,08221,247 TERRASSA A,937800920
F08002382,BATALLÉ TAPIOLAS. ADELA/BATALLÉ TAPIOLAS. JOSEP LLUÍS,PL,DEL PROGRÉS,41,TERRASSA,08224,251 TERRASSA E,937881341
F08002390,BELMONTE CASTAN. CRISTINA,RB,EGARA,289,TERRASSA,08224,251 TERRASSA E,937807524
F08002417,MAQUA ESCANON. M. PILAR,CR,LOLA ANGLADA,38,TIANA,08391,319 MONTGAT,933952706
F08002424,FABRE BUXADERAS. JOSEP,CR,BARCELONA,2,TONA,08551,253 TONA,938870238
F08002431,MARCOVAL MARTI. NURIA,PL,ESGLESIA,8,TORDERA,08490,336 TORDERA,937640992
F08002449,PRAT BOFIIL. FORTIA/PRAT BOFILL. JORDI,CR,PONT,21,TORELLÓ,08570,254 VALL DEL GES,938590381
F08002456,FONT BOU. MIREIA/HOMS CASTELLS. NEUS,CR,ANSELM CLAVE,2,TORELLÓ,08570,254 VALL DEL GES,938590088
F08002463,ACEVES ARGEMI. HELENA,CR,ENRIC PRAT DE LA RIBA,1,TORELLÓ,08570,254 VALL DEL GES,938590439
F08002470,ZABALA DE OLEZA. RAFAEL/OLLER CODINA. ALBERT.,CR,MAJOR,332,VALLIRANA,08759,261 VALLIRANA,936831147
F08002488,FARGAS RIERA. JOSEP,CR,BISBE MORGADAS,25,VIC,08500,350 VIC-1 NORD,938856162
F08002495,BARNOLAS PUIGBO.FELISA,RB,DEL CARME,37,VIC,08500,350 VIC-1 NORD,938863509
F08002505,YLLA-CATALA BORE. IGNASI,PL,PARADIS,3,VIC,08500,350 VIC-1 NORD,938863784
F08002512,URGELL CANAL. F. XAVIER,RB,HOSPITAL,18,VIC,08500,350 VIC-1 NORD,938853863
F08002520,VILAPLANA PENELLA. JOSEP,PL,MAJOR,17,VIC,08500,350 VIC-1 NORD,938860824
F08002544,AMADÓ MONSARRO. ORIOL,CR,SANT PERE,2,VILAFRANCA DEL PENEDÈS,08720,397 VILAFRANCA DEL PENEDÈS 1,938901239
F08002551,BOSCH CASTELL. ROMAN,CR,PARELLADA,23,VILAFRANCA DEL PENEDÈS,08720,397 VILAFRANCA DEL PENEDÈS 1,938920173
F08002569,PLANAS HUGUET. JOSEP/ANTONIA,RB,LA GIRADA,15,VILAFRANCA DEL PENEDÈS,08720,398 VILAFRANCA DEL PENEDÈS 2,938901826
F08002576,PAUSAS MAS. LL./PEDREROL GALLEGO. M. A.,CR,PARELLADA,39,VILAFRANCA DEL PENEDÈS,08720,397 VILAFRANCA DEL PENEDÈS 1,938920591
F08002583,MIRALLES FIGUERES. ELOI,CR,DE LA CORT,1,VILAFRANCA DEL PENEDÈS,08720,397 VILAFRANCA DEL PENEDÈS 1,938920123
F08002590,BENEDICTO PUIG. MARIA MERCEDES,CR,DE LA CORT,37,VILAFRANCA DEL PENEDÈS,08720,397 VILAFRANCA DEL PENEDÈS 1,938920176
F08002600,LOBATO RODRIGUEZ.MA. CRISTINA,RB,PRINCIPAL,124,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938930086
F08002618,GUASCH COTS. ANNA,CR,CAPUTXINS,48,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938930147
F08002625,PEDRAZA FERRER. FERNANDO,PL,SOLER I GUSTEMS,20,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938930096
F08002632,GIRALT GIRALT.MONTSERRAT/RABADAN GIRALT.JOSE LUIS,RB,PRINCIPAL,11,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938930302
F08002640,MASIP GUASCH.ALBERT/MASIP GUASCH.JORDI,CR,JOSEP COROLEU,79,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938156337
F08002657,SOLER MIRET. MARIA VICTORIA,CR,SANT GREGORI,21,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938930030
F08002664,GONZALEZ SOLA.FRANCESC M,CR,MALLORCA,519,BARCELONA,08026,75 BARCELONA 10-E,932356885
F08002671,MAURI MARTINEZ. ROSA MA,CR,SALVA,33,BARCELONA,08004,32 BARCELONA 3-A,932416588
F08002689,SANZ JORNET. M. ALEJANDRA,CR,CREU COBERTA,95,BARCELONA,08014,35 BARCELONA 3-D,934319170
F08002696,SEGUÍ LLULL. PAULA,CR,GRAN DE GRACIA,237,BARCELONA,08012,49 BARCELONA 6-C,932175537
F08002706,TOMAS PARRA. CINTA,CR,TEODORA LAMADRID,27,BARCELONA,08022,46 BARCELONA 5-E,934342000
F08002713,ALEMANY CAHNER. MONTSERRAT,GV,CORTS CATALANES,527,BARCELONA,08011,24 BARCELONA 2-D,934546314
F08002720,MORLAN SALA. M.TERESA,CR,PANISSARS,13,BARCELONA,08028,36 BARCELONA 3-E,933395967
F08002738,ROSENFELD BARRENECHEA. RICARD,CR,XUCLA,21,BARCELONA,08001,20 BARCELONA 1-E,933019335
F08002745,MARTINEZ MENDEZ. MARIA CARMEN,CR,MARIA AGUILO,125,BARCELONA,08005,72 BARCELONA 10-B,933093586
F08002752,JANÉ DE ROSALES. IGNACIO,CR,ELKANO,70,BARCELONA,08004,33 BARCELONA 3-B,932416091
F08002777,PUJOL CID. JOAN LLUIS,CR,AMPLE,25,BARCELONA,08002,18 BARCELONA 1-C,933011643
F08002784,REVILLA ORTUETA. SUSANA,CR,CONSELL DE CENT,22,BARCELONA,08014,35 BARCELONA 3-D,934319879
F08002791,GELABERT COLOM-NOGUERA. ANNA,RB,CATALUNYA,66,BARCELONA,08007,27 BARCELONA 2-G,932154453
F08002801,SOLER GORNALS. CATALINA,PS,SANT JOAN,117,BARCELONA,08037,27 BARCELONA 2-G,932576339
F08002819,DE LA IGLESIA PERELLO. LORENA,RB,CARMEL,44,BARCELONA,08032,54 BARCELONA 7-D,934294522
F08002826,BRAGULAT ROVIRA. SANTIAGO/BELMONTE MARTINEZ. SONIA,CR,BAILEN,113,BARCELONA,08009,27 BARCELONA 2-G,934575701
F08002833,MAURI MARTINEZ. EMILIA,CR,RAMON Y CAJAL,24,BARCELONA,08012,48 BARCELONA 6-B,932135817
F08002840,RODRIGUEZ BASCIANO. ALAIN ADOLFO,CR,SOMBRERERS,19,BARCELONA,08003,17 BARCELONA 1-B,933103460
F08002858,HERRERO CERDA. JOSEP,CR,COMTE BORRELL,68,BARCELONA,08015,21 BARCELONA 2-A,932235846
F08002865,PEDRAGOSA CACHA. SANTIAGO,CR,SANT PERE MES BAIX,17,BARCELONA,08003,17 BARCELONA 1-B,932190397
F08002872,ALARCON RUIZ.M/ALARCON RUIZ. A,CR,BRUC,64,BARCELONA,08009,27 BARCELONA 2-G,933177491
F08002880,MATEU BELLES.  M. JOANA,GV,CORTS CATALANES,669 bis,BARCELONA,08013,30 BARCELONA 2-J,932452038
F08002897,CASTELLO TORTELLA. RAFAEL,PS,ZONA FRANCA,50,BARCELONA,08038,34 BARCELONA 3-C,938352141
F08002907,BARTUREN ECHEVERRIA. BEGOÑA,CR,CASP,151,BARCELONA,08013,28 BARCELONA 2-H,932319406
F08002914,COLLELLMIR MORALES. MARTA,CR,SANT ANTONI MARIA CLARET,181,BARCELONA,08041,326 BARCELONA 7-G,934356684
F08002921,ALVAREZ PEREZ/HIGUERAS CASARES,GV,CORTS CATALANES,688,BARCELONA,08010,28 BARCELONA 2-H,932650127
F08002939,ESCUDERO GARCIA. MARIA JOSEFA,CR,SANTS,5,BARCELONA,08014,36 BARCELONA 3-E,934212520
F08002946,ROSON RIO. SANTIAGO,CR,PAU CLARIS,111,BARCELONA,08009,27 BARCELONA 2-G,933172093
F08002953,BARENYS DE LACHA. LLUIS,CR,COMTAL,25,BARCELONA,08002,18 BARCELONA 1-C,933178344
F08002960,HERNÁNDEZ MORAGAS. MARC,CR,SANT PERE MES BAIX,52,BARCELONA,08003,17 BARCELONA 1-B,933190329
F08002978,VILANOVA AMAT. LAURA,CR,PERE IV,210,BARCELONA,08005,73 BARCELONA 10-C,935526250
F08002985,MARRUGAT FONTANALS. OSCAR,CR,CONSELL DE CENT,253,BARCELONA,08011,24 BARCELONA 2-D,932534704
F08002992,VALENTINES.TERESA/GELABERT. ANNA,CR,VERDI,7,BARCELONA,08012,48 BARCELONA 6-B,932133048
F08003001,CAUS RUIZ. M. ISABEL/BASORA FARRE. CARLES,GV,CORTS CATALANES,571,BARCELONA,08011,24 BARCELONA 2-D,934545362
F08003019,HERNANDEZ MIQUEL. GEMMA,CR,MAJOR DE SARRIA,70,BARCELONA,08017,45 BARCELONA 5-D,932030864
F08003026,AGUILAR HERNANDEZ. ESTHER,CR,NAVAS DE TOLOSA,375,BARCELONA,08041,67 BARCELONA 9-C,933518164
F08003033,TORRENS BLANCH. MONTSERRAT,CR,VERDI,70,BARCELONA,08012,49 BARCELONA 6-C,972172088
F08003040,TOLEDO FERNANDEZ. ESTHER,CR,PORTAFERRISSA,1,BARCELONA,08002,18 BARCELONA 1-C,933024345
F08003058,MARTINEZ CAMPOS. JUAN JOSE,PL,URQUINAONA,8,BARCELONA,08010,28 BARCELONA 2-H,932683305
F08003065,ALLUE MUGARRA. ALEJANDRO,AV,MARQUES DE L'ARGENTERA,5,BARCELONA,08003,17 BARCELONA 1-B,933192006
F08003072,GONZALEZ EXPOSITO. MONICA,PS,SANT JOAN,101,BARCELONA,08037,27 BARCELONA 2-G,932575179
F08003080,BERASATEGUI BERASATEGUI.TOMAS,CR,MONTMANY,7,BARCELONA,08012,48 BARCELONA 6-B,932137774
F08003097,GUERRERO AGUSTI. ADRIANA,CR,HOSPITAL,70,BARCELONA,08001,20 BARCELONA 1-E,932423415
F08003107,MORERA SERDA. JOSEFA,CR,ROSER,28,BARCELONA,08004,32 BARCELONA 3-A,932416176
F08003114,BOTET CARRERAS. ADRIA,CR,INDEPENDENCIA,345,BARCELONA,08026,76 BARCELONA 10-F,932356895
F08003121,CASTRO ACCION. JOSE LUIS,AV,DIAGONAL,440,BARCELONA,08037,27 BARCELONA 2-G,934161418
F08003139,HERNANDEZ DE LA ROSA. CARME,RB,RAMBLA,38,BARCELONA,08002,18 BARCELONA 1-C,933172192
F08003146,SEGON CUCURULL. IMMACULADA,CR,ENRIC GRANADOS,155,BARCELONA,08008,25 BARCELONA 2-E,932185387
F08003153,DE BOLOS GIRALT. JORDI,RB,CATALUNYA,77,BARCELONA,08007,25 BARCELONA 2-E,932152975
F08003160,RUIZ SENTIS. MONTSERRAT,CR,SAGRERA,110,BARCELONA,08027,65 BARCELONA 9-A,933522909
F08003178,BOMBARDO YUSTE. AÏDA.,CR,NOU DE RAMBLA,75,BARCELONA,08001,19 BARCELONA 1-D,932410377
F08003185,XALABARDER ANGLI. ANNA,CR,TRINQUET,8-10,BARCELONA,08034,44 BARCELONA 5-C,932044677
F08003192,VERANO FIGUERAS. MARTA,CR,BASSEGODA,11,BARCELONA,08028,36 BARCELONA 3-E,932400955
F08003202,BORRAS SAMPERE. LAIA,PS,MARAGALL,20,BARCELONA,08026,76 BARCELONA 10-F,934363365
F08003210,SUÑER LEFORT. JORDI ,AV,REPUBLICA ARGENTINA,175,BARCELONA,08023,46 BARCELONA 5-E,934172669
F08003227,FRANCES BOSCH/FERRANDO FRANCES,AV,MISTRAL,66,BARCELONA,08015,21 BARCELONA 2-A,932235265
F08003234,DOMENECH ARNO. CRISTINA,CR,PALLARS,328,BARCELONA,08005,72 BARCELONA 10-B,933560179
F08003241,ZAPATER CARRION.MARIA TERESA/BARTRINA NAVARRO.ANA,CR,BAILEN,200,BARCELONA,08037,47 BARCELONA 6-A,934572010
F08003259,IRLA GOLOBART. MIQUEL,CR,NAPOLS,271,BARCELONA,08025,47 BARCELONA 6-A,934570368
F08003266,ROMANI ROURERA. EVA,CR,VERGÓS,5,BARCELONA,08017,44 BARCELONA 5-C,934175837
F08003273,SANCHEZ SANTALO. NEUS,CR,JOAQUIM VALLS,88,BARCELONA,08016,,933545017
F08003280,MORRAL SUAREZ.CLARA,CR,ROGER DE LLURIA,37,BARCELONA,08009,27 BARCELONA 2-G,933183626
F08003298,BUSQUET MASIP. CARLES,CR,PONS I GALLARZA,92,BARCELONA,08030,395 BARCELONA 9-H,933450667
F08003308,GARCÉS BOMETÓN. SÓNIA,CR,BLASCO DE GARAY,10,BARCELONA,08004,32 BARCELONA 3-A,934415264
F08003315,CABANAS MIRET. JOAQUIM,CR,MUNTANER,476,BARCELONA,08006,43 BARCELONA 5-B,932010389
F08003322,DUCH FORADAT. MARIA DOLORES,PL,VALLVIDRERA,5,BARCELONA,08017,45 BARCELONA 5-D,934068433
F08003330,CALSINA CALSINA. MARIA TERESA,PL,SORTIDOR,7,BARCELONA,08004,32 BARCELONA 3-A,934416487
F08003347,ESCARRA CALDES. ENRIC,CR,ALFONS XII,61,BARCELONA,08006,42 BARCELONA 5-A,932003524
F08003354,FUERTES TENA. PASCUAL,CR,FELIU I CODINA,14-18,BARCELONA,08031,56 BARCELONA 7-F,932242420
F08003361,BELTRAN ROVIRA. JORDI,RB,DEL RAVAL,14,BARCELONA,08001,19 BARCELONA 1-D,934415393
F08003379,PETIT ARISTIZABAL. REGINA,CR,ROSSELLO,284,BARCELONA,08037,27 BARCELONA 2-G,934577518
F08003386,RODRIGUEZ MORESO. DAMARIS,RB,BRASIL,14,BARCELONA,08028,36 BARCELONA 3-E,933181184
F08003393,BERNAL BORONAT. CARLOTA,CR,PLANETA,39,BARCELONA,08012,48 BARCELONA 6-B,932187767
F08003403,ALSINA ARMENGOL. CONXITA,CR,SANT FRUCTUOS,29,BARCELONA,08004,33 BARCELONA 3-B,933257589
F08003410,ARMENGOL TORRELLA.SILVIA/SILVESTRE PONS. JOAN,CR,NACIO,42,BARCELONA,08026,75 BARCELONA 10-E,932361828
F08003428,GINER AYZA. JOAQUÍN,CR,POETA CABANYES,67,BARCELONA,08004,32 BARCELONA 3-A,934411812
F08003435,CODINA VAZQUEZ. MA.VICTORIA,CR,BISBE SIVILLA,40,BARCELONA,08022,46 BARCELONA 5-E,932471197
F08003442,RONDA SABATÉ. VICTOR,CR,ROGER DE LLURIA,17,BARCELONA,08010,28 BARCELONA 2-H,933173791
F08003450,CARDONA ROSICH. AGUSTI,CR,MUNTANER,356,BARCELONA,08021,42 BARCELONA 5-A,932092342
F08003467,CARDONA ARENAS. BEATRIU,CR,FONOLLAR,26,BARCELONA,08003,17 BARCELONA 1-B,932689143
F08003474,GONZALEZ-MENESES SIMON. BERTA,CR,CONSELL DE CENT,305-309,BARCELONA,08007,24 BARCELONA 2-D,933176583
F08003481,CASALS COLL. F. XAVIER/CASALS XIMENES. ELISENDA,VI,AUGUSTA,276,BARCELONA,08017,44 BARCELONA 5-C,932039415
F08003499,CASANELLES MARTI. MA. TERESA (hereus),CR,AVINYO,32,BARCELONA,08002,18 BARCELONA 1-C,933179198
F08003509,GONZALEZ VALLET. MARIA INMACULADA,TS,DE LES CORTS,332,BARCELONA,08029,39 BARCELONA 4-A,934395020
F08003516,AGRAMONTE BUCHÓ. ZOILA ADELFA,PL,DE LA LLANA,11,BARCELONA,08003,17 BARCELONA 1-B,933195921
F08003523,LOPEZ LINARES. XAVIER,CR,SAGRERA,146,BARCELONA,08027,65 BARCELONA 9-A,933525709
F08003530,PENA BENEDICTO. ELENA,CR,ROSSELLO,437,BARCELONA,08025,31 BARCELONA 2-K,934367518
F08003548,CASTELLANOS LLORENS. XAVIER,CR,GRAN DE SANT ANDREU,91,BARCELONA,08030,395 BARCELONA 9-H,933459058
F08003555,ARBONES ARAN. ROSA M./BRAUN VIVES. JOAQUIM,CR,PALLARS,231,BARCELONA,08005,73 BARCELONA 10-C,933000918
F08003562,VILAS MASO. ANNA,AV,REPUBLICA ARGENTINA,270,BARCELONA,08023,50 BARCELONA 6-D,932373045
F08003570,CASES PERERA. MARIONA.,CR,MUNTANER,223,BARCELONA,08036,25 BARCELONA 2-E,934305719
F08003587,BALASCH TERRADELLAS. MARTÍ,CR,CARTAGENA,267,BARCELONA,08025,31 BARCELONA 2-K,934364041
F08003594,CERCAVINS CARNICERO. SÍLVIA/CERCAVINS CARNICERO. OLGA.,CR,CASP,146 A,BARCELONA,08013,28 BARCELONA 2-H,933172384
F08003604,PENELLA PERIS. ROSA,CR,MUNTANER,254,BARCELONA,08021,42 BARCELONA 5-A,932000996
F08003611,PASQUINO. VALENTINA,RD,GENERAL MITRE,230,BARCELONA,08006,43 BARCELONA 5-B,932179896
F08003629,SUNYER BELLIDO.ANNA,CR,LLULL,102,BARCELONA,08005,71 BARCELONA 10-A,933009806
F08003636,FAURA SANMARTIN. JOSE LUIS,AV,DE MADRID,222,BARCELONA,08014,38 BARCELONA 3-G,934200288
F08003643,NARDI RICART. ANNA,CR,PARIS,111,BARCELONA,08029,23 BARCELONA 2-C,932300706
F08003650,DOMENECH PEREZ. ANTONI,CR,ANDREA DORIA,14,BARCELONA,08003,16 BARCELONA 1-A,933194236
F08003668,SOLER GORNALS. PEP LLUÍS,CR,CONSELL DE CENT,312,BARCELONA,08007,27 BARCELONA 2-G,934878094
F08003682,ODRIOZOLA JAURISTI. LAURA,CR,MAQUINISTA,9,BARCELONA,08003,16 BARCELONA 1-A,933192726
F08003690,LAVILA GODAYOL. GEMMA,CR,ROSSELLO,215,BARCELONA,08008,25 BARCELONA 2-E,932175542
F08003700,RIVERA ARNANDIS. FRANCISCO JAVIER,CR,CALABRIA,61,BARCELONA,08015,21 BARCELONA 2-A,932233649
F08003717,BASTE FRAMIS. JAUME ANTONI/BASTE BALADIA. ESTER,CR,ROGENT,54,BARCELONA,08026,75 BARCELONA 10-E,932314554
F08003724,BERTOLIN ESPALLARGAS. CONCEPCION,CR, DE SANTS,32-34,BARCELONA,08014,36 BARCELONA 3-E,932980180
F08003731,RIUS BALET. MERCE,CR,SAGUNT,83,BARCELONA,08014,36 BARCELONA 3-E,933319543
F08003749,AUDET BONET. LAURA,CR,DOCTOR TRUETA,234,BARCELONA,08005,72 BARCELONA 10-B,932252711
F08003756,CASELLAS GUILLOT. ANNA MARIA,CR,ROGER DE LLURIA,123,BARCELONA,08037,27 BARCELONA 2-G,932154968
F08003763,GARCIA LOPEZ. ADELA,TS,DE GRACIA,194,BARCELONA,08012,48 BARCELONA 6-B,932137615
F08003770,FERRER SAN JOSE. ALBERT,CR,SANT ANTONI MARIA CLARET,40,BARCELONA,08025,47 BARCELONA 6-A,934584346
F08003788,GONZALEZ PADILLA.ENRIQUE/GONZALEZ PADILLA.JOSE LUIS/MUÑOZ FERNANDEZ.ROBERTO,BX,MERCAT,2,BARCELONA,08032,56 BARCELONA 7-F,932292111
F08003795,RAMON MAURI. SERGIO,CR,HOSPITAL,42,BARCELONA,08001,20 BARCELONA 1-E,933014792
F08003805,GUILERA BARBA. MARC,CR,BANYS NOUS,14,BARCELONA,08002,18 BARCELONA 1-C,933285423
F08003812,RUSSO ALBERTO,CR,SANT ANTONI MARIA CLARET,460,BARCELONA,08027,67 BARCELONA 9-C,934083453
F08003820,ENRICH ESTEVE. ANNA,CR,SALVADOR ESPRIU,83,BARCELONA,08005,71 BARCELONA 10-A,933172288
F08003851,DALMASES BALAÑA. JORDI/GENER SALA. GEMMA,CR,ARAGO,97,BARCELONA,08015,22 BARCELONA 2-B,932262674
F08003869,GARCIA CAMPO. ADELA,CR,COMTE D'URGELL,153,BARCELONA,08036,23 BARCELONA 2-C,934530467
F08003876,UBEDA FERNANDEZ. NIEVES,CR,CARDERS,3,BARCELONA,08003,17 BARCELONA 1-B,933199379
F08003883,RIBOT PUJOL. NURIA,CR,SANT ADRIA,131,BARCELONA,08030,69 BARCELONA 9-E,933455857
F08003890,PARDO SALMERON. ANTONIA,TS,DE GRACIA,333,BARCELONA,08025,47 BARCELONA 6-A,932588549
F08003900,ALMIRALL FERRAN. BLANCA,PL,DE LES PALMERES,9,BARCELONA,08030,395 BARCELONA 9-H,933467855
F08003918,ZAYAS COSTA. MONTSERRAT.,CR,PALOMAR,28,BARCELONA,08030,396 BARCELONA 9-I,933461493
F08003925,OLIVELLA COMAS. MERCE,CR,ARAGO,476,BARCELONA,08013,29 BARCELONA 2-I,932316057
F08003940,ADELL VIDAL. LLUIS/PAYTUBI HIERRO MARGARITA,CR,TORNE,12,BARCELONA,08033,70 BARCELONA 9-F,933113911
F08003957,BERBEL FENOY. ANDRES,CR,SARDENYA,61,BARCELONA,08018,71 BARCELONA 10-A,933095180
F08003964,ROJO ARRIBAS. ITZIAR,CR,SANT PAU,112,BARCELONA,08001,19 BARCELONA 1-D,932417586
F08003971,ESCOLA MARCO. MARIA ANGELS,CR,SANT ROC,26,BARCELONA,08014,35 BARCELONA 3-D,932232174
F08003989,ORTUÑO GINER. VICENTE,PS,GARCIA FARIA,25,BARCELONA,08005,72 BARCELONA 10-B,932663686
F08003996,SALES LLAVIA. JOAN,CR,DIPUTACIO,391-395,BARCELONA,08013,30 BARCELONA 2-J,932454391
F08004005,LARIOS PATERNA. CRISTINA,CR,FULTON,18,BARCELONA,08031,56 BARCELONA 7-F,934290375
F08004012,CUTILLAS BOU. MARTIN AUGUSTO,CR,DIPUTACIO,157,BARCELONA,08011,24 BARCELONA 2-D,935665791
F08004020,GALCERA MONNE. MARIA ELENA/GALCERA MONNE. ROSA,GV,DE LES CORTS CATALANES,731,BARCELONA,08013,30 BARCELONA 2-J,932312304
F08004037,BARRAQUER MONER. MERCEDES,RD,SANT ANTONI,12,BARCELONA,08001,20 BARCELONA 1-E,932322582
F08004044,ROMERO RECHE. JOSE,CR,SANT JOAN DE MALTA,43,BARCELONA,08018,77 BARCELONA 10-G,933075143
F08004051,PUSO MAZARICO. JOSEP  RAMON,VI,AUGUSTA,113,BARCELONA,08006,42 BARCELONA 5-A,932097520
F08004069,MARTINEZ VAYA. JUAN CARLOS,CR,GRAN VIA DE LES CORTS CATALANES,560,BARCELONA,08011,24 BARCELONA 2-D,934549629
F08004076,BOADA SOLSONA. M.MONTSERRAT,CR,SANT  MEDIR,12,BARCELONA,08028,36 BARCELONA 3-E,933395355
F08004083,DIEZ MONTES/ROSSELLO DIEZ,CR,NOU DE LA RAMBLA,147,BARCELONA,08004,32 BARCELONA 3-A,934414291
F08004100,VECIANA GARCIA-BOENTE.DOLORES/VECIANA GARCIA-BOENTE.PILAR,CR,CASP,68,BARCELONA,08010,28 BARCELONA 2-H,933020696
F08004118,SANCHEZ GARCIA. JOSE,PL,SANT AGUSTI VELL,11,BARCELONA,08003,17 BARCELONA 1-B,933198507
F08004125,ARQUE GARROFE. ROSER,CR,MUNTANER,393,BARCELONA,08021,43 BARCELONA 5-B,932013713
F08004140,BERNABEU BALAÑA. I.CONCEPCIO,CR,TALLERS,42,BARCELONA,08001,20 BARCELONA 1-E,933180988
F08004157,ROMERO RUIZ. M.ROSA,CR,PRINCESA,7,BARCELONA,08003,17 BARCELONA 1-B,933192801
F08004164,VILLAFRANCA SERRANO. GEMMA,GV,DE LES CORTS CATALANES,469,BARCELONA,08015,22 BARCELONA 2-B,934233588
F08004171,GARCÍA DEL CERRO. CAROLINA,CR,LLACUNA,100-102,BARCELONA,08018,71 BARCELONA 10-A,933004367
F08004189,TEIXIDOR CAPALLERAS/VENTURA BLASCO,PL,COMERCIAL,9,BARCELONA,08003,17 BARCELONA 1-B,933195255
F08004196,CASTELLS SOLER. TERESA,PS,GRACIA,90,BARCELONA,08008,27 BARCELONA 2-G,932153427
F08004206,QUERO PRIETO. SÒNIA,CR,LUIS ANTUNEZ,5,BARCELONA,08006,48 BARCELONA 6-B,932175824
F08004213,ROS BERGER. CONCEPCIO/ALABERN ROS. INMACULADA,CR,GRAN DE SANT ANDREU,430-436,BARCELONA,08030,396 BARCELONA 9-I,933452207
F08004220,FRANQUESA GRAU/FRANQUESA BORRAS,CR,GRAN DE SANT ANDREU,260,BARCELONA,08030,395 BARCELONA 9-H,933452341
F08004245,CARAZO FRANQUESA.SONIA M./CARAZO FRANQUESA.M.CRISTINA/CARAZO FRANQUESA.M.ELENA,CR,PROVENÇA,156,BARCELONA,08036,25 BARCELONA 2-E,934537385
