Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,CP,ABS,Telèfon,Nom comarca,Nom,província,geocode_input,address,lat,lng
F08001004,Oltra rovira. m.assumpta,Carrer,Muralla del carme,16,8241,145 manresa 1,938722771,Bages,Manresa,Barcelona,"Carrer Muralla del carme, 16, 08241, Manresa, Barcelona, Spain","Muralla del Carme, 16, 08241 Manresa, Barcelona, Spain",41.7254272,1.8249128
F08001011,Esteve cruella. antoni,Plaça,Plana de l'om,4,8241,145 manresa 1,938720509,Bages,Manresa,Barcelona,"Plaça Plana de l'om, 4, 08241, Manresa, Barcelona, Spain","Plaça Plana de l'Om, 4, 08241 Manresa, Barcelona, Spain",41.7238531,1.8246867
F08001029,Solé pascual. anna.,Plaça,Major,12,8241,145 manresa 1,938723742,Bages,Manresa,Barcelona,"Plaça Major, 12, 08241, Manresa, Barcelona, Spain","Plaça Major, 12, 08241 Manresa, Barcelona, Spain",41.7236,1.82719
F08001036,Anguera farran. teresa/cucurull mateu. cristina,,Pere iii,1,8242,146 manresa 2,938721715,Bages,Manresa,Barcelona,,,,
F08001043,Grau vilalta. laia,Carretera,Vic,59,8241,145 manresa 1,938772987,Bages,Manresa,Barcelona,"Carretera Vic, 59, 08241, Manresa, Barcelona, Spain","Ctra. de Vic, 59, 08241 Manresa, Barcelona, Spain",41.7280946,1.8282334
F08001050,Alier carrion. teresa,Plaça,Infants,2,8241,145 manresa 1,938721984,Bages,Manresa,Barcelona,"Plaça Infants, 2, 08241, Manresa, Barcelona, Spain","Plaça dels Infants, 2, 08241 Manresa, Barcelona, Spain",41.7253456,1.8267889
F08001068,Comas riu. ricard,Carrer,Born,30,8241,145 manresa 1,938721359,Bages,Manresa,Barcelona,"Carrer Born, 30, 08241, Manresa, Barcelona, Spain","Carrer del Born, 30, 08241 Manresa, Barcelona, Spain",41.7248798,1.8242991
F08001075,Sala auvi. m.angels,Carrer,Sant miquel,10,8241,145 manresa 1,938721767,Bages,Manresa,Barcelona,"Carrer Sant miquel, 10, 08241, Manresa, Barcelona, Spain","Carrer de Sant Miquel, 10, 08241 Manresa, Barcelona, Spain",41.723686,1.8261737
F08001082,Arroyo sainz. rosa maria,Plaça,Sant ignasi,13,8241,148 manresa 4,938721389,Bages,Manresa,Barcelona,"Plaça Sant ignasi, 13, 08241, Manresa, Barcelona, Spain","Plaça de Sant Ignasi, 13, 08241 Manresa, Barcelona, Spain",41.7242821,1.8295419
F08001090,Trape pujol. josep,Carrer,Sobrerroca,40,8241,145 manresa 1,938722180,Bages,Manresa,Barcelona,"Carrer Sobrerroca, 40, 08241, Manresa, Barcelona, Spain","Carrer de Sobrerroca, 40, 08241 Manresa, Barcelona, Spain",41.724744,1.8280962
F08001100,Rovira berger. laia,Carrer,Pau claris,3,8760,149 martorell,937750239,Baix Llobregat,Martorell,Barcelona,"Carrer Pau claris, 3, 08760, Martorell, Barcelona, Spain","Avinguda de Pau Claris, 08760 Martorell, Barcelona, Spain",41.4787577,1.9212838
F08001117,Massaneda rovira. joaquim,Plaça,Mestre vicenç rodriguez,1,8760,149 martorell,937751897,Baix Llobregat,Martorell,Barcelona,"Plaça Mestre vicenç rodriguez, 1, 08760, Martorell, Barcelona, Spain","Plaça Mestre Vicenç Rodríguez, 1, 08760 Martorell, Barcelona, Spain",41.4725265,1.9207256
F08001124,Cardona trullas. m. josep,,Prat de la riba,23,8320,362 ocata-teià,935550403,Maresme, El Masnou,Barcelona,,,,
F08001131,Riera serrat. emili,Carrer,Josep llimona,22,8320,361 el masnou-alella,935550855,Maresme, El Masnou,Barcelona,"Carrer Josep llimona, 22, 08320,  El Masnou, Barcelona, Spain","Carrer Josep Llimona, 22, 08320 El Masnou, Barcelona, Spain",41.4787798,2.3172902
F08001149,Jimenez tort. sílvia,Carrer,Major,1,8783,360 martorell rural,937725301,Anoia,Masquefa,Barcelona,"Carrer Major, 1, 08783, Masquefa, Barcelona, Spain","Carrer Major, 1, 08783 Masquefa, Barcelona, Spain",41.5018718,1.8139367
F08001156,Plana borras. juliana,Plaça,Cuba,4,8302,152 mataró 1,937985550,Maresme,Mataró,Barcelona,"Plaça Cuba, 4, 08302, Mataró, Barcelona, Spain","Plaça de Cuba, 4, 08302 Mataró, Barcelona, Spain",41.5375748,2.4405404
F08001163,De la peña villalain rosa m,Carrer,Rambla,16,8302,152 mataró 1,937902024,Maresme,Mataró,Barcelona,"Carrer Rambla, 16, 08302, Mataró, Barcelona, Spain","Carrer la Rambla, 16, 08301 Mataró, Barcelona, Spain",41.5374205,2.444165
F08001170,Coll fabres. enric,Carrer,Sant josep,30,8302,152 mataró 1,937904340,Maresme,Mataró,Barcelona,"Carrer Sant josep, 30, 08302, Mataró, Barcelona, Spain","Carrer de Sant Josep, 30, 08302 Mataró, Barcelona, Spain",41.53957280000000,2.4431295
F08001188,Montaner picart. montserrat,Carrer,La riera,57,8302,152 mataró 1,937901030,Maresme,Mataró,Barcelona,"Carrer La riera, 57, 08302, Mataró, Barcelona, Spain","Carrer de la Riera, 57, 08302 Mataró, Barcelona, Spain",41.540002,2.4444307
F08001195,Roca albero. m. pilar,Carrer,Nou,1-3,8301,153 mataró 2,937901957,Maresme,Mataró,Barcelona,"Carrer Nou, 1-3, 08301, Mataró, Barcelona, Spain","Carrer Nou, 1, 3, 08301 Mataró, Barcelona, Spain",41.5408649,2.4443391
F08001205,Coll pages. teresa/del rio duran. raquel,Carrer,Sant cristofor,1,8301,153 mataró 2,937960908,Maresme,Mataró,Barcelona,"Carrer Sant cristofor, 1, 08301, Mataró, Barcelona, Spain","Carrer Sant Cristòfor, 1, 08301 Mataró, Barcelona, Spain",41.5396758,2.4469565
F08001212,Spa carvajal. ramon,Plaça,Santa maria,3,8301,153 mataró 2,937901043,Maresme,Mataró,Barcelona,"Plaça Santa maria, 3, 08301, Mataró, Barcelona, Spain","Plaça Santa Maria, 3, 08301 Mataró, Barcelona, Spain",41.5406302,2.4462229
F08001220,Vilardell garriga. a.l.,Avinguda,Puig i cadafalch,256,8303,156 mataró 5,937982550,Maresme,Mataró,Barcelona,"Avinguda Puig i cadafalch, 256, 08303, Mataró, Barcelona, Spain","Avinguda de Puig i Cadafalch, 256, 08303 Mataró, Barcelona, Spain",41.5406477,2.4232071
F08001237,Xucla godia. mariano.,Carrer,Major,100,8750,160 molins de rei,936681994,Baix Llobregat,Molins de Rei,Barcelona,"Carrer Major, 100, 08750, Molins de Rei, Barcelona, Spain","Carrer Major, 100, 08750 Molins de Rei, Barcelona, Spain",41.4134949,2.0163611
F08001244,Roca brunet. judit.,Carrer,Major,31,8750,160 molins de rei,936684949,Baix Llobregat,Molins de Rei,Barcelona,"Carrer Major, 31, 08750, Molins de Rei, Barcelona, Spain","Carrer Major, 31, 08750 Molins de Rei, Barcelona, Spain",41.41176,2.0184031
F08001251,Bermudez muiño. susana,,De pi i margall,11,8750,160 molins de rei,936681429,Baix Llobregat,Molins de Rei,Barcelona,,,,
F08001269,Rovirosa olive. salvador,Carrer,Berenguer iii,64,8100,348 mollet del vallès-est,935930095,Vallès Oriental,Mollet del Vallès,Barcelona,"Carrer Berenguer iii, 64, 08100, Mollet del Vallès, Barcelona, Spain","Carrer de Berenguer III, 64, 08100 Mollet del Vallès, Barcelona, Spain",41.5371331,2.2141556
F08001276,Amado del pino. margarida,Plaça,Prat de la riba,17,8100,348 mollet del vallès-est,935930161,Vallès Oriental,Mollet del Vallès,Barcelona,"Plaça Prat de la riba, 17, 08100, Mollet del Vallès, Barcelona, Spain","Plaça de Prat de la Riba, 17, 08100 Mollet del Vallès, Barcelona, Spain",41.5386172,2.2135696
F08001283,Ramon tugas. montserrat,Plaça,Catalunya,1,8100,348 mollet del vallès-est,935930099,Vallès Oriental,Mollet del Vallès,Barcelona,"Plaça Catalunya, 1, 08100, Mollet del Vallès, Barcelona, Spain","Plaça de Catalunya, 1, 08100 Mollet del Vallès, Barcelona, Spain",41.53796640000000,2.2128578
F08001290,Relat roca. josep/relat pardo. joana,Carrer,Major,89,8110,302 montcada i reixac,935641481,Vallès Occidental,Montcada i Reixac,Barcelona,"Carrer Major, 89, 08110, Montcada i Reixac, Barcelona, Spain","Carrer Major, 89, 08110 Montcada i Reixac, Barcelona, Spain",41.4835194,2.1867983
F08001300,Guix mestres. montserrat,Carrer,Major,25,8110,302 montcada i reixac,935641645,Vallès Occidental,Montcada i Reixac,Barcelona,"Carrer Major, 25, 08110, Montcada i Reixac, Barcelona, Spain","Carrer Major, 25, 08110 Montcada i Reixac, Barcelona, Spain",41.485456,2.1880296
F08001318,Vila nieto isabel.,Carrer,Jaume i,26,8110,302 montcada i reixac,935643315,Vallès Occidental,Montcada i Reixac,Barcelona,"Carrer Jaume i, 26, 08110, Montcada i Reixac, Barcelona, Spain","Carrer Jaume I, 26, 08110 Montcada i Reixac, Barcelona, Spain",41.481979,2.1887606
F08001325,Cirici gasch. manuel,Carrer,Sant jordi,10,8390,319 montgat,934691187,Maresme,Montgat,Barcelona,"Carrer Sant jordi, 10, 08390, Montgat, Barcelona, Spain","Carrer Riera de Sant Jordi, 10, 08390 Montgat, Barcelona, Spain",41.4633665,2.2714243
F08001332,Ruyra pagès. pere.,Carrer,Pont,31,8691,98 montserrat,938350129,Bages,Monistrol de Montserrat,Barcelona,"Carrer Pont, 31, 08691, Monistrol de Montserrat, Barcelona, Spain","Carrer del Pont, 31, 08691 Monistrol de Montserrat, Barcelona, Spain",41.6106836,1.8456836
F08001340,Ruiz planas. montserrat/rafols ruiz. elena,Avinguda,Catalunya,66,8730,176 penedès rural,938980002,Alt Penedès,Santa Margarida i els Monjos,Barcelona,"Avinguda Catalunya, 66, 08730, Santa Margarida i els Monjos, Barcelona, Spain","Avinguda de Catalunya, 66, 08730 Els Monjos, Barcelona, Spain",41.3213681,1.6632783
F08001357,Adrados de miguel.ma.candela,Avinguda,De la vila,18,8180,159 moià,938300417,Moianès,Moià,Barcelona,"Avinguda De la vila, 18, 08180, Moià, Barcelona, Spain","Avinguda de la Vila, 18, 08180 Moià, Barcelona, Spain",41.8109231,2.0974619
F08001364,Rosado conejo. laia,Carrer,Fortia sola,9,8270,211 navarcles - sant fruitós de bages,938310033,Bages,Navarcles,Barcelona,"Carrer Fortia sola, 9, 08270, Navarcles, Barcelona, Spain","Carrer de Fortià Solà, 9, 08270 Navarcles, Barcelona, Spain",41.7508816,1.90364
F08001371,Riera maristany. marti,Carretera,De berga,59,8670,167 navàs/balsareny,938390173,Bages,Navàs,Barcelona,"Carretera De berga, 59, 08670, Navàs, Barcelona, Spain","Carr. de Berga, 59, 08670 Navás, Barcelona, Spain",41.89997,1.87824
F08001389,Florensa berenguer. anna m.,Carrer,Josep anselm clave,114,8640,168 olesa de montserrat,937780186,Baix Llobregat,Olesa de Montserrat,Barcelona,"Carrer Josep anselm clave, 114, 08640, Olesa de Montserrat, Barcelona, Spain","Carrer de Josep Anselm Clavé, 114, 08640 Olesa de Montserrat, Barcelona, Spain",41.5432778,1.8946298
F08001406,Reixach morera. m.assumpta,Carrer,Major,44,8460,207 sant celoni,938480030,Vallès Oriental,Santa Maria de Palautordera,Barcelona,"Carrer Major, 44, 08460, Santa Maria de Palautordera, Barcelona, Spain","Carrer Major, 44, 08460 Santa Maria de Palautordera, Barcelona, Spain",41.6939786,2.4436911
F08001413,Huguet planes. araceli,Carrer,Prat de la riba,26,8780,367 pallejà,936683559,Baix Llobregat,Pallejà,Barcelona,"Carrer Prat de la riba, 26, 08780, Pallejà, Barcelona, Spain","Av. Prat de la Riba, 26, 08780 Pallejà, Barcelona, Spain",41.42108900000000,1.9972536
F08001420,Barja gonzalez. m isabel,Carrer,Raval,26,8150,175 parets del vallès,935737512,Vallès Oriental,Parets del Vallès,Barcelona,"Carrer Raval, 26, 08150, Parets del Vallès, Barcelona, Spain","Carrer del Raval, 26, 08150 Parets del Vallès, Barcelona, Spain",41.5742669,2.2350063
F08001438,Recasens isart. miquel,Carrer,Sant cristofol,3,8784,338 piera,937788232,Anoia,Piera,Barcelona,"Carrer Sant cristofol, 3, 08784, Piera, Barcelona, Spain","Carrer Sant Cristòfol, 3, 08784 Piera, Barcelona, Spain",41.5208115,1.7490518
F08001445,Costa perich. francesca,Carrer,Del mar,14-a,8397,325 pineda,937623187,Maresme,Pineda de Mar,Barcelona,"Carrer Del mar, 14-a, 08397, Pineda de Mar, Barcelona, Spain","Carrer de Mar, 14, 08397 Pineda de Mar, Barcelona, Spain",41.6266814,2.6898543
F08001460,Alvarez rodriguez/quintana tomas,Carrer,Major,12,8820,182 el prat de llobregat 1,933790601,Baix Llobregat, El Prat De Llobregat,Barcelona,"Carrer Major, 12, 08820,  El Prat De Llobregat, Barcelona, Spain","Carrer Major, 12, 08820 El Prat de Llobregat, Barcelona, Spain",41.3311929,2.093586
F08001477,Guerrero dueñas. jose antonio,Carrer,Centre,15,8820,182 el prat de llobregat 1,933703802,Baix Llobregat, El Prat De Llobregat,Barcelona,"Carrer Centre, 15, 08820,  El Prat De Llobregat, Barcelona, Spain","Carrer del Centre, 15, 08820 El Prat de Llobregat, Barcelona, Spain",41.3305091,2.0945824
F08001484,Fabro yague. m.merce,Carrer,Ferran puig,8,8820,182 el prat de llobregat 1,933790122,Baix Llobregat, El Prat De Llobregat,Barcelona,"Carrer Ferran puig, 8, 08820,  El Prat De Llobregat, Barcelona, Spain","Carrer de Ferran Puig, 8, 08820 El Prat de Llobregat, Barcelona, Spain",41.32978,2.0932124
F08001491,Viver fabregó. francesc xavier.,Carrer,Major,35,8513,185 lluçanès,938560287,Osona,Prats de Lluçanès,Barcelona,"Carrer Major, 35, 08513, Prats de Lluçanès, Barcelona, Spain","Carrer Major, 35, 08513 Prats de Lluçanès, Barcelona, Spain",42.0089474,2.0292801
F08001501,Pueyo salvador. jordi,Carrer,Riera de premia,16,8330,186 premià de mar,937529042,Maresme,Premià de Mar,Barcelona,"Carrer Riera de premia, 16, 08330, Premià de Mar, Barcelona, Spain","Riera de Premià, 16, 08330 Premià de Mar, Barcelona, Spain",41.4886995,2.3548745
F08001533,Iglesias manero. esteve.,Plaça,De la creu,7,8692,128 baix berguedà,938380042,Berguedà,Puig-reig,Barcelona,"Plaça De la creu, 7, 08692, Puig-reig, Barcelona, Spain","Plaça de la Creu, 7, 08692 Puig-reig, Barcelona, Spain",41.97341,1.8795
F08001558,Selva marti. josep m.,Carrer,Calvari,3,8291,386 ripollet-1,936921809,Vallès Occidental,Ripollet,Barcelona,"Carrer Calvari, 3, 08291, Ripollet, Barcelona, Spain","Carrer Calvari, 3, 08291 Ripollet, Barcelona, Spain",41.4969505,2.1564974
F08001565,Torrent cardelus/feliu torrent,Plaça,Major,7,8510,377 roda de ter,938540058,Osona,Roda de Ter,Barcelona,"Plaça Major, 7, 08510, Roda de Ter, Barcelona, Spain","Plaça Major, 7, 08510 Roda de Ter, Barcelona, Spain",41.9808037,2.3090107
F08001572,Schmid bosch. elisenda.,Carrer,Riera,12-14,8191,309 rubí 1,936991305,Vallès Occidental,Rubí,Barcelona,"Carrer Riera, 12-14, 08191, Rubí, Barcelona, Spain","Carrer de la Riera, 12, 14, 08191 Rubí, Barcelona, Spain",41.4915214,2.0292343
F08001580,Carulla batalle. marc,,Francesc macia,23,8191,310 rubí 2,936990430,Vallès Occidental,Rubí,Barcelona,,,,-
F08001597,Colomina brusau. m.rosa,Carrer,Lusitania ,2,8206,344 sabadell 4-a,937162335,Vallès Occidental,Sabadell,Barcelona,"Carrer Lusitania , 2, 08206, Sabadell, Barcelona, Spain","Carrer de la Lusitània, 2, 08206 Sabadell, Barcelona, Spain",41.5582408,2.0950443
F08001607,Bagan tapioles. montserrat,Carrer,Carme,10,8202,190 sabadell 1a,937250303,Vallès Occidental,Sabadell,Barcelona,"Carrer Carme, 10, 08202, Sabadell, Barcelona, Spain","Carrer del Carme, 10, 08202 Sabadell, Barcelona, Spain",41.5486981,2.111256
F08001614,Argelaguet argemi. santiago,Carrer,Sant antoni maria claret,21,8202,190 sabadell 1a,937450537,Vallès Occidental,Sabadell,Barcelona,"Carrer Sant antoni maria claret, 21, 08202, Sabadell, Barcelona, Spain","Carrer de Sant Antoni Maria Claret, 21, 08202 Sabadell, Barcelona, Spain",41.54675050000000,2.1097757
F08001621,Vinyes sant. joan,Carrer,Rambla ,235,8202,190 sabadell 1a,937255710,Vallès Occidental,Sabadell,Barcelona,"Carrer Rambla , 235, 08202, Sabadell, Barcelona, Spain","Rambla, 235, 08202 Sabadell, Barcelona, Spain",41.5401333,2.1124061
F08001639,Crusafont sabate. anna m.,Carrer,Colom,13,8201,190 sabadell 1a,937250777,Vallès Occidental,Sabadell,Barcelona,"Carrer Colom, 13, 08201, Sabadell, Barcelona, Spain","Carrer de Colom, 13, 08201 Sabadell, Barcelona, Spain",41.5468917,2.1055058
F08001646,Torres costa.lourdes/matarranz torres.laia,Carretera,Prats de lluçanes,84-89,8208,192 sabadell 2,937161383,Vallès Occidental,Sabadell,Barcelona,"Carretera Prats de lluçanes, 84-89, 08208, Sabadell, Barcelona, Spain","Carretera de Prats de Lluçanès, 84, 08208 Sabadell, Barcelona, Spain",41.5569681,2.1021164
F08001653,Blanchart capdet. miquel,Via,Massague,40,8202,190 sabadell 1a,937252577,Vallès Occidental,Sabadell,Barcelona,"Via Massague, 40, 08202, Sabadell, Barcelona, Spain","Via de Massagué, 40, 08202 Sabadell, Barcelona, Spain",41.5509441,2.1073553
F08001660,Gili segura. marta,Plaça,De l'angel,12,8202,190 sabadell 1a,937251175,Vallès Occidental,Sabadell,Barcelona,"Plaça De l'angel, 12, 08202, Sabadell, Barcelona, Spain","Pça. de l'Angel, 12, 08202 Sabadell, Barcelona, Spain",41.5493185,2.108449
F08001678,Garriga majo. anna,,Plaça major,29,8201,190 sabadell 1a,937255353,Vallès Occidental,Sabadell,Barcelona,,,,
F08001685,Pons samaranch. isabel,Plaça,Marquilles,4,8201,190 sabadell 1a,937256745,Vallès Occidental,Sabadell,Barcelona,"Plaça Marquilles, 4, 08201, Sabadell, Barcelona, Spain","Plaça de Marquilles, 4, 08201 Sabadell, Barcelona, Spain",41.5460576,2.1056838
F08001692,Segalas carreras. m. merce,Carrer,Rambla,26,8201,190 sabadell 1a,937257319,Vallès Occidental,Sabadell,Barcelona,"Carrer Rambla, 26, 08201, Sabadell, Barcelona, Spain","Rambla, 26, 08201 Sabadell, Barcelona, Spain",41.5454099,2.10932
F08001702,Rosell gras. maria,Avinguda,Barbera,48,8203,191 sabadell 1b,937101343,Vallès Occidental,Sabadell,Barcelona,"Avinguda Barbera, 48, 08203, Sabadell, Barcelona, Spain","Av. de Barberà, 48, 08203 Sabadell, Barcelona, Spain",41.5382038,2.1129781
F08001710,Morales guarch. m.dolors,Carrer,Rambla,165,8202,190 sabadell 1a,937250518,Vallès Occidental,Sabadell,Barcelona,"Carrer Rambla, 165, 08202, Sabadell, Barcelona, Spain","Rambla, 165, 08202 Sabadell, Barcelona, Spain",41.5415888,2.1117544
F08001727,Llop talaveron. jordi.j,,Plaça major,58,8202,190 sabadell 1a,937258945,Vallès Occidental,Sabadell,Barcelona,,,,
F08001734,Guerrero ballesta. josep m,Carrer,Angel guimera,2,8650,200 sallent,938370046,Bages,Sallent,Barcelona,"Carrer Angel guimera, 2, 08650, Sallent, Barcelona, Spain","Carrer Angel Guimerà, 2, 08650 Sallent, Barcelona, Spain",41.8246461,1.8962663
F08001741,Franch masferrer.josep,Plaça,De la pau,3,8650,200 sallent,938370022,Bages,Sallent,Barcelona,"Plaça De la pau, 3, 08650, Sallent, Barcelona, Spain","Plaça de la Pau, 3, 08650 Sallent, Barcelona, Spain",41.82423440000000,1.8955444
F08001759,Alberola solanas. yolanda,Carrer,Angel guimera,2,8251,211 navarcles - sant fruitós de bages,938320057,Bages,Santpedor,Barcelona,"Carrer Angel guimera, 2, 08251, Santpedor, Barcelona, Spain","Carrer Àngel Guimerà, 2, 08251 Santpedor, Barcelona, Spain",41.7840902,1.8395874
F08001766,Clapes collantes. aïda,Carrer,Miquel servet,7,8930,311 sant adrià del besòs 1,933810132,Barcelonès,Sant Adrià de Besòs,Barcelona,"Carrer Miquel servet, 7, 08930, Sant Adrià de Besòs, Barcelona, Spain","Carrer de Miquel Servet, 7, 08930 Santa Coloma de Gramenet, Barcelona, Spain",41.4310194,2.2175743
F08001773,Bolos causadias. esperança,Avinguda,Catalunya,92-94,8930,311 sant adrià del besòs 1,933811804,Barcelonès,Sant Adrià de Besòs,Barcelona,"Avinguda Catalunya, 92-94, 08930, Sant Adrià de Besòs, Barcelona, Spain","Av. de Catalunya, 92, 94, 08930 Santa Coloma de Gramenet, Barcelona, Spain",41.4296497,2.2206216
F08001780,Güell verdaguer. gemma,Avinguda,Alfons i,27,8459,376 alt mogent,938450057,Vallès Oriental,Sant Antoni de Vilamajor,Barcelona,"Avinguda Alfons i, 27, 08459, Sant Antoni de Vilamajor, Barcelona, Spain","Av. Alfons I, 27, 08459 Sant Antoni de Vilamajor, Barcelona, Spain",41.6724493,2.401749
F08001798,Calvo delgado. jose maria,Carrer,General o'donnell,59,8830,202 sant boi de llobregat 1,936400219,Baix Llobregat,Sant Boi de Llobregat,Barcelona,"Carrer General o'donnell, 59, 08830, Sant Boi de Llobregat, Barcelona, Spain","Carrer General O'Donnell, 59, 08830 Sant Boi de Llobregat, Barcelona, Spain",41.346674,2.0403119
F08001808,Pérez galindo. laura,Plaça,Ajuntament,9,8830,202 sant boi de llobregat 1,936301509,Baix Llobregat,Sant Boi de Llobregat,Barcelona,"Plaça Ajuntament, 9, 08830, Sant Boi de Llobregat, Barcelona, Spain","Plaça Ajuntament, 9, 08830 Sant Boi de Llobregat, Barcelona, Spain",41.3474699,2.0427647
F08001815,Vaquer fontanet. anna,Carrer,Major,23,8830,202 sant boi de llobregat 1,936400006,Baix Llobregat,Sant Boi de Llobregat,Barcelona,"Carrer Major, 23, 08830, Sant Boi de Llobregat, Barcelona, Spain","Carrer Major, 23, 08830 Sant Boi de Llobregat, Barcelona, Spain",41.3467591,2.042418
